date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:07:21	20715/20715	---M-Z	200	added ('OK')	application/javascript	etag:%2250eb-5dfc9d738e4c8-gzip%22	https://sknups.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-includes/js/jquery/ui/core.min0028.js	(from https://sknups.com/)
01:07:21	75876/75876	---M-Z	200	added ('OK')	application/javascript	etag:%2212864-5dc9ef0528dfb-gzip%22	https://sknups.com/wp-content/plugins/mailchimp//js/datepicker.js?ver=6.0.1	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/plugins/mailchimp/js/datepicker37ad.js	(from https://sknups.com/)
01:07:22	34179/34179	---M-Z	200	added ('OK')	application/javascript	etag:%228583-5df1dcc5cad4b-gzip%22	https://sknups.com/wp-content/plugins/cookie-law-info/public/js/cookie-law-info-public.js?ver=2.1.2	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/plugins/cookie-law-info/public/js/cookie-law-info-public431f.js	(from https://sknups.com/)
01:07:22	7328/7328	---M-Z	200	added ('OK')	application/javascript	etag:%221ca0-5df1dcc5c9daa-gzip%22	https://sknups.com/wp-content/plugins/cookie-law-info/admin/modules/ccpa/assets/js/cookie-law-info-ccpa.js?ver=2.1.2	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/plugins/cookie-law-info/admin/modules/ccpa/assets/js/cookie-law-info-ccpa431f.js	(from https://sknups.com/)
01:07:23	246518/246518	---MC-	200	added ('OK')	application/json	date:Wed,%2027%20Jul%202022%2020:07:23%20GMT	https://sknups.com/wp-json/	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-json/index.html	(from https://sknups.com/)
01:07:23	112461/112461	---MC-	200	added ('OK')	application/json	date:Wed,%2027%20Jul%202022%2020:07:23%20GMT	https://sknups.com/wp-json/wp/v2/pages/3889	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-json/wp/v2/pages/3889.json	(from https://sknups.com/)
01:07:23	774/774	---MCZ	200	added ('OK')	text/xml	date:Wed,%2027%20Jul%202022%2020:07:23%20GMT	https://sknups.com/xmlrpc.php?rsd	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/xmlrpc0db0.php	(from https://sknups.com/)
01:07:23	1045/1045	---MCZ	200	added ('OK')	application/xml	etag:%22415-5c6db17d2aafc-gzip%22	https://sknups.com/wp-includes/wlwmanifest.xml	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-includes/wlwmanifest.xml	(from https://sknups.com/)
01:07:24	2372/2372	---M--	200	added ('OK')	application/json	date:Wed,%2027%20Jul%202022%2020:07:24%20GMT	https://sknups.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsknups.com%2F	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-json/oembed/1.0/embed1721.json	(from https://sknups.com/)
01:07:24	2439/2439	---MCZ	200	added ('OK')	text/xml	date:Wed,%2027%20Jul%202022%2020:07:24%20GMT	https://sknups.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsknups.com%2F&format=xml	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-json/oembed/1.0/embede7fa	(from https://sknups.com/)
01:07:25	310/310	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2020:07:25%20GMT	http://sknups.com/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-brands-400.3e.delayed	(from https://sknups.com/)
01:07:25	20076/20076	---M--	200	added ('OK')	application/font-woff	etag:%224e6c-5ddb72f8f15e6%22	https://sknups.com/wp-content/themes/Avada/includes/lib/assets/fonts/icomoon/awb-icons.woff	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/themes/Avada/includes/lib/assets/fonts/icomoon/awb-icons.woff	(from https://sknups.com/)
01:07:25	311/311	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2020:07:25%20GMT	http://sknups.com/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-regular-400.woff2	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-regular-400.3f.delayed	(from https://sknups.com/)
01:07:25	309/309	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2020:07:25%20GMT	http://sknups.com/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-solid-900.woff2	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/themes/Avada/includes/lib/assets/fonts/fontawesome/webfonts/fa-solid-900.40.delayed	(from https://sknups.com/)
01:07:26	756/756	---M--	200	added ('OK')	image/png	etag:%222f4-5e16944796ab9%22	https://sknups.com/wp-content/uploads/2022/06/cropped-SKNUPS_FAVICON-1-32x32.png	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/uploads/2022/06/cropped-SKNUPS_FAVICON-1-32x32.png	(from https://sknups.com/)
01:07:26	7055/7055	---M--	200	added ('OK')	image/png	etag:%221b8f-5e1694478edb4%22	https://sknups.com/wp-content/uploads/2022/06/cropped-SKNUPS_FAVICON-1-192x192.png	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/uploads/2022/06/cropped-SKNUPS_FAVICON-1-192x192.png	(from https://sknups.com/)
01:07:27	57125/57125	---M-Z	200	added ('OK')	application/javascript	etag:%22b911f9b233c38565ee60aff8c24f2fa4+gzip+gzip%22	http://static.ads-twitter.com/uwt.js	C:/Users/hp/Desktop/New%20folder/sknups/static.ads-twitter.com/uwt.js	(from https://sknups.com/)
01:07:27	15389/15389	---M--	200	added ('OK')	image/png	etag:%223c1d-5e16944793bd7%22	https://sknups.com/wp-content/uploads/2022/06/cropped-SKNUPS_FAVICON-1-180x180.png	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/uploads/2022/06/cropped-SKNUPS_FAVICON-1-180x180.png	(from https://sknups.com/)
01:07:27	100220/100220	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2027%20Jul%202022%2020:07:27%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/hp/Desktop/New%20folder/sknups/connect.facebook.net/en_US/fbevents.js	(from https://sknups.com/)
01:07:28	2903/2903	---M--	200	added ('OK')	image/png	etag:%22b57-5c9c1d419cf6a%22	https://sknups.com/wp-content/uploads/2021/08/sknups-logo-30px.png	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/uploads/2021/08/sknups-logo-30px.png	(from https://sknups.com/)
01:07:28	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2020:07:28%20GMT	http://sknups.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/plugins/revslider/public/assets/assets/dummy.47.delayed	(from https://sknups.com/)
01:07:29	119894/119894	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2020:01:04%20GMT	https://sknups.com/about/	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/about/index.html	(from https://sknups.com/)
01:07:29	167930/167930	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2017:11:50%20GMT	https://sknups.com/drops-landing/	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/drops-landing/index.html	(from https://sknups.com/)
01:07:30	231358/231358	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2020:07:29%20GMT	https://sknups.com/james-mack/	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/james-mack/index.html	(from https://sknups.com/)
01:07:30	68/68	---M--	200	added ('OK')	image/png	etag:%2244-5e2ba91da6ae9%22	https://sknups.com:443/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com_443/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://sknups.com/)
01:07:30	219456/219456	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2017:17:37%20GMT	https://sknups.com/metamorphosis/	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/metamorphosis/index.html	(from https://sknups.com/)
01:07:31	293/293	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2020:07:31%20GMT	http://sknups.com/wp-content/uploads/revslider/video-media/DG_Home_Desktop-lr_21_layer.jpeg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/uploads/revslider/video-media/DG_Home_Desktop-lr_21_layer.49.delayed	(from https://sknups.com/)
01:07:32	192954/192954	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2020:07:30%20GMT	https://sknups.com/benny/	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/benny/index.html	(from https://sknups.com/)
01:07:32	157427/157427	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2018:21:53%20GMT	https://sknups.com/dg-sknups/	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/dg-sknups/index.html	(from https://sknups.com/)
01:07:33	193697/193697	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2020:07:31%20GMT	https://sknups.com/timo-rusall-sknups/	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/timo-rusall-sknups/index.html	(from https://sknups.com/)
01:07:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2020:07:32%20GMT	https://sknups.com/author/maxime/	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/author/maxime/index.html	(from https://sknups.com/)
01:07:33	305/305	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2020:07:33%20GMT	http://sknups.com/wp-content/uploads/revslider/video-media/JamesMack_Unified_Desktop-LITE_25_layer.jpeg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/uploads/revslider/video-media/JamesMack_Unified_Desktop-LITE_25_layer.4b.delayed	(from https://sknups.com/)
01:07:33	33267/33267	---M--	200	added ('OK')	image/jpeg	etag:%2281f3-5e0528dfd9197%22	https://sknups.com:443/wp-content/uploads/revslider/video-media/DG_Home_Desktop-lr_21_layer.jpeg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com_443/wp-content/uploads/revslider/video-media/DG_Home_Desktop-lr_21_layer.jpg	(from https://sknups.com/)
01:07:34	295/295	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2020:07:34%20GMT	http://sknups.com/wp-content/uploads/revslider/video-media/about_banner_desktop_11_layer.jpeg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/uploads/revslider/video-media/about_banner_desktop_11_layer.4d.delayed	(from https://sknups.com/)
01:07:34	67527/67527	---M--	200	added ('OK')	image/jpeg	etag:%22107c7-5e178f8fde04f%22	https://sknups.com:443/wp-content/uploads/revslider/video-media/JamesMack_Unified_Desktop-LITE_25_layer.jpeg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com_443/wp-content/uploads/revslider/video-media/JamesMack_Unified_Desktop-LITE_25_layer.jpg	(from https://sknups.com/)
01:07:34	33568/33568	---M--	200	added ('OK')	image/jpeg	etag:%228320-5df308249d67b%22	https://sknups.com:443/wp-content/uploads/revslider/video-media/about_banner_desktop_11_layer.jpeg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com_443/wp-content/uploads/revslider/video-media/about_banner_desktop_11_layer.jpg	(from https://sknups.com/)
01:07:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2020:01:05%20GMT	https://sknups.com/about	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/about.4f.delayed	(from https://sknups.com/)
01:07:35	317462/317462	---M--	200	added ('OK')	image/jpeg	etag:%224d816-5e16a1b2d6fb2%22	https://sknups.com/wp-content/uploads/2022/06/Home_features_JM.jpg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/uploads/2022/06/Home_features_JM.jpg	(from https://sknups.com/)
01:07:36	240025/240025	---M--	200	added ('OK')	image/jpeg	etag:%223a999-5dfd36fa6078f%22	https://sknups.com/wp-content/uploads/2022/05/Home_features_Benny-1.jpg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/uploads/2022/05/Home_features_Benny-1.jpg	(from https://sknups.com/)
01:07:36	155490/155490	---M--	200	added ('OK')	image/jpeg	etag:%2225f62-5dfd37263ec4d%22	https://sknups.com/wp-content/uploads/2022/05/Home_features_Metamorphosis-1.jpg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/uploads/2022/05/Home_features_Metamorphosis-1.jpg	(from https://sknups.com/)
01:07:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2020:07:36%20GMT	https://sknups.com/%22https://sknups.com/wp-content/uploads/2022/05/irridescent_foil_v02_00247-300x169.png%22	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/_https_/sknups.com/wp-content/uploads/2022/05/irridescent_foil_v02_00247-300x169.53.delayed	(from https://sknups.com/)
01:07:37	67152/67152	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Jul%202022%2020:07:37%20GMT	https://sknups.com/%22https:/sknups.com/wp-content/uploads/2022/05/irridescent_foil_v02_00247-300x169.png	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/_https_/sknups.com/wp-content/uploads/2022/05/irridescent_foil_v02_00247-300x169.54.delayed	(from https://sknups.com/)
01:07:38	294/294	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2020:07:38%20GMT	http://sknups.com/wp-content/uploads/revslider/video-media/DG_Home_Mobile-lr-1_22_layer.jpeg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/uploads/revslider/video-media/DG_Home_Mobile-lr-1_22_layer.56.delayed	(from https://sknups.com/)
01:07:40	304/304	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2020:07:38%20GMT	http://sknups.com/wp-content/uploads/revslider/video-media/JamesMack_Unified_Portrait_LR_28_layer.jpeg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/uploads/revslider/video-media/JamesMack_Unified_Portrait_LR_28_layer.58.delayed	(from https://sknups.com/)
01:07:40	16227/16227	---M--	200	added ('OK')	image/jpeg	etag:%223f63-5e0529286d87f%22	https://sknups.com:443/wp-content/uploads/revslider/video-media/DG_Home_Mobile-lr-1_22_layer.jpeg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com_443/wp-content/uploads/revslider/video-media/DG_Home_Mobile-lr-1_22_layer.jpg	(from https://sknups.com/)
01:07:40	707917/707917	---M--	200	added ('OK')	video/mp4	etag:%22acd4d-5e05ddb58c757%22	https://sknups.com/wp-content/uploads/2022/06/DG_Monogram_Spin_KLR.mp4	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/uploads/2022/06/DG_Monogram_Spin_KLR.mp4	(from https://sknups.com/)
01:07:40	0/-1	---M--	301	error ('')			https://sknups.com/about	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/about.5a.delayed	(from https://sknups.com/)
01:07:42	294/294	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Jul%202022%2020:07:40%20GMT	http://sknups.com/wp-content/uploads/revslider/video-media/about_banner_Mobile_14_layer.jpeg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/uploads/revslider/video-media/about_banner_Mobile_14_layer.5b.delayed	(from https://sknups.com/)
01:07:42	60551/60551	---M--	200	added ('OK')	image/jpeg	etag:%22ec87-5e17951fd1876%22	https://sknups.com:443/wp-content/uploads/revslider/video-media/JamesMack_Unified_Portrait_LR_28_layer.jpeg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com_443/wp-content/uploads/revslider/video-media/JamesMack_Unified_Portrait_LR_28_layer.jpg	(from https://sknups.com/)
01:07:42	0/-1	---M--	301	error ('')			https://sknups.com/about	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/about.5d.delayed	(from https://sknups.com/)
01:07:44	4015/4015	---M--	200	added ('OK')	text/css	etag:%22ae0fc9b84c30cada1784022044962394%22	http://cdn-images.mailchimp.com/embedcode/classic-10_7.css	C:/Users/hp/Desktop/New%20folder/sknups/cdn-images.mailchimp.com/embedcode/classic-10_7.css	(from https://sknups.com/)
01:07:47	24764/24764	---M--	200	added ('OK')	image/jpeg	etag:%2260bc-5df71419e2fd9%22	https://sknups.com:443/wp-content/uploads/revslider/video-media/about_banner_Mobile_14_layer.jpeg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com_443/wp-content/uploads/revslider/video-media/about_banner_Mobile_14_layer.jpg	(from https://sknups.com/)
01:07:47	0/-1	---M--	301	error ('')			https://sknups.com/about	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/about.61.delayed	(from https://sknups.com/)
01:07:47	0/-1	---M--	301	error ('')			https://sknups.com/about	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/about.62.delayed	(from https://sknups.com/)
01:07:54	67152/67152	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Jul%202022%2020:07:48%20GMT	https://sknups.com/partners@sknups.com	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/partners@sknups.63.delayed	(from https://sknups.com/)
01:07:59	143249/143249	---M--	200	added ('OK')	application/javascript	etag:%226465dd4a8331265e6629cd069e03504c%22	http://s3.amazonaws.com/downloads.mailchimp.com/js/mc-validate.js	C:/Users/hp/Desktop/New%20folder/sknups/s3.amazonaws.com/downloads.mailchimp.com/js/mc-validate.js	(from https://sknups.com/)
01:08:00	67152/67152	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Jul%202022%2020:07:55%20GMT	https://sknups.com/hello@sknups.com	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/hello@sknups.64.delayed	(from https://sknups.com/)
01:08:00	176374/176374	---M--	200	added ('OK')	image/jpeg	etag:%222b0f6-5df5d890ec74d%22	https://sknups.com/wp-content/uploads/2022/05/Home_features_Metamorphosis.jpg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/uploads/2022/05/Home_features_Metamorphosis.jpg	(from https://sknups.com/)
01:08:00	199111/199111	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2020:07:43%20GMT	https://sknups.com/frequently-asked-questions/	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/frequently-asked-questions/index.html	(from https://sknups.com/)
01:08:01	2581/2581	---M--	200	added ('OK')	image/svg+xml	etag:%22a15-5df1dcc5cad4b%22	https://sknups.com/wp-content/plugins/cookie-law-info/public/images/logo-cookieyes.svg	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/plugins/cookie-law-info/public/images/logo-cookieyes.svg	(from https://sknups.com/)
01:08:02	88280/88280	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2020:01:02%20GMT	https://sknups.com/cookie-policy/	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/cookie-policy/index.html	(from https://sknups.com/)
01:08:02	7536/7536	---M--	200	added ('OK')	application/font-woff	etag:%221d70-5e2ba91da7a89%22	https://sknups.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from https://sknups.com/)
01:08:02	6113/6113	---M-Z	200	added ('OK')	text/css	etag:%2217e1-5df1dcc5cad4b-gzip%22	https://sknups.com/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-table.css?ver=2.1.2	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-table431f.css	(from https://sknups.com/)
01:08:03	59516/59516	---M-Z	200	added ('OK')	text/css	etag:%22e87c-5e2ba91d8867c-gzip%22	https://sknups.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.25	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/plugins/revslider/public/assets/css/rs6b02e.css	(from https://sknups.com/)
01:08:03	128805/128805	---M-Z	200	added ('OK')	application/javascript	etag:%221f725-5e2ba91d8867c-gzip%22	https://sknups.com/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.5.18	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/plugins/revslider/public/assets/js/rbtools.min8331.js	(from https://sknups.com/)
01:08:04	391496/391496	---MCZ	200	added ('OK')	application/javascript	etag:%225f948-5e2ba91d8867c-gzip%22	https://sknups.com/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.5.25	C:/Users/hp/Desktop/New%20folder/sknups/sknups.com/wp-content/plugins/revslider/public/assets/js/rs6.minb02e.js	(from https://sknups.com/)
